,semester,program,course_code,waitlisted,number_of_students
527,202070,EC-MS-DAEN,STAT515,T,30.0
528,202070,EC-MS-DAEN,STAT544,T,144.0
529,202070,EC-MS-DAEN,STAT554,T,139.0
530,202070,EC-MS-DAEN,STAT663,T,146.0
531,202070,EC-MS-DAEN,SYST568,T,141.0
532,202070,EC-MS-DAEN,SYST573,T,144.0
533,202070,EC-MS-DAEN,SYST688,T,147.0
534,202070,EC-MS-ELEN,ECE513,F,4.0
535,202070,EC-MS-ELEN,ECE527,F,15.0
536,202070,EC-MS-ELEN,ECE542,F,12.0
537,202070,EC-MS-ELEN,ECE587,F,6.0
538,202070,EC-MS-ELEN,ECE513,T,145.0
539,202070,EC-MS-ELEN,ECE527,T,134.0
540,202070,EC-MS-ELEN,ECE542,T,137.0
541,202070,EC-MS-ELEN,ECE587,T,143.0
542,202070,EC-MS-ISYS,CS555,F,28.0
543,202070,EC-MS-ISYS,INFS622,F,80.0
544,202070,EC-MS-ISYS,CS555,T,121.0
545,202070,EC-MS-ISYS,INFS622,T,69.0
546,202070,EC-MS-OPRS,OR541,F,13.0
547,202070,EC-MS-OPRS,OR542,F,2.0
548,202070,EC-MS-OPRS,OR568,F,3.0
549,202070,EC-MS-OPRS,OR541,T,136.0
550,202070,EC-MS-OPRS,OR542,T,147.0
551,202070,EC-MS-OPRS,OR568,T,146.0
552,202070,EC-MS-STAT,STAT544,F,5.0
553,202070,EC-MS-STAT,STAT554,F,11.0
554,202070,EC-MS-STAT,STAT663,F,3.0
555,202070,EC-MS-STAT,STAT544,T,144.0
556,202070,EC-MS-STAT,STAT554,T,138.0
557,202070,EC-MS-STAT,STAT663,T,146.0
558,202070,EC-MS-SWE,CS551,F,30.0
559,202070,EC-MS-SWE,CS587,F,17.0
560,202070,EC-MS-SWE,ISA562,F,15.0
561,202070,EC-MS-SWE,SWE637,F,8.0
562,202070,EC-MS-SWE,CS551,T,119.0
563,202070,EC-MS-SWE,CS587,T,132.0
564,202070,EC-MS-SWE,ISA562,T,134.0
565,202070,EC-MS-SWE,SWE637,T,141.0
566,202070,EC-MS-TCOM,ECE542,F,12.0
567,202070,EC-MS-TCOM,TCOM500,F,9.0
568,202070,EC-MS-TCOM,TCOM515,F,10.0
569,202070,EC-MS-TCOM,TCOM610,F,5.0
570,202070,EC-MS-TCOM,TCOM616,F,5.0
571,202070,EC-MS-TCOM,TCOM631,F,1.0
572,202070,EC-MS-TCOM,ECE542,T,137.0
573,202070,EC-MS-TCOM,TCOM500,T,140.0
574,202070,EC-MS-TCOM,TCOM515,T,139.0
575,202070,EC-MS-TCOM,TCOM610,T,144.0
576,202070,EC-MS-TCOM,TCOM616,T,144.0
577,202070,EC-MS-TCOM,TCOM631,T,148.0
578,202110,EC-MS-AIT,AIT512,F,12.0
579,202110,EC-MS-AIT,AIT524,F,6.0
580,202110,EC-MS-AIT,AIT542,F,14.0
581,202110,EC-MS-AIT,AIT580,F,62.0
582,202110,EC-MS-AIT,AIT582,F,6.0
583,202110,EC-MS-AIT,AIT660,F,11.0
584,202110,EC-MS-AIT,AIT664,F,5.0
585,202110,EC-MS-AIT,AIT690,F,13.0
586,202110,EC-MS-AIT,AIT512,T,137.0
587,202110,EC-MS-AIT,AIT524,T,143.0
588,202110,EC-MS-AIT,AIT542,T,135.0
589,202110,EC-MS-AIT,AIT580,T,87.0
590,202110,EC-MS-AIT,AIT582,T,143.0
591,202110,EC-MS-AIT,AIT660,T,138.0
592,202110,EC-MS-AIT,AIT664,T,144.0
593,202110,EC-MS-AIT,AIT690,T,136.0
594,202110,EC-MS-CEIE,CEIE512,F,2.0
595,202110,EC-MS-CEIE,CEIE527,F,6.0
596,202110,EC-MS-CEIE,CEIE575,F,19.0
597,202110,EC-MS-CEIE,CEIE576,F,22.0
598,202110,EC-MS-CEIE,CEIE578,F,4.0
599,202110,EC-MS-CEIE,CEIE605,F,29.0
600,202110,EC-MS-CEIE,CEIE613,F,4.0
601,202110,EC-MS-CEIE,CEIE649,F,2.0
602,202110,EC-MS-CEIE,CEIE795,F,22.0
603,202110,EC-MS-CEIE,CEIE512,T,147.0
604,202110,EC-MS-CEIE,CEIE527,T,143.0
605,202110,EC-MS-CEIE,CEIE575,T,130.0
606,202110,EC-MS-CEIE,CEIE576,T,127.0
607,202110,EC-MS-CEIE,CEIE578,T,145.0
608,202110,EC-MS-CEIE,CEIE605,T,120.0
609,202110,EC-MS-CEIE,CEIE613,T,145.0
610,202110,EC-MS-CEIE,CEIE649,T,147.0
611,202110,EC-MS-CEIE,CEIE795,T,127.0
612,202110,EC-MS-CPE,CS571,F,4.0
613,202110,EC-MS-CPE,ECE508,F,13.0
614,202110,EC-MS-CPE,ECE516,F,9.0
615,202110,EC-MS-CPE,ECE542,F,12.0
616,202110,EC-MS-CPE,CS571,T,145.0
617,202110,EC-MS-CPE,ECE508,T,136.0
618,202110,EC-MS-CPE,ECE516,T,140.0
619,202110,EC-MS-CPE,ECE542,T,137.0
620,202110,EC-MS-CS,CS530,F,149.0
621,202110,EC-MS-CS,CS531,F,99.0
622,202110,EC-MS-CS,CS550,F,49.0
623,202110,EC-MS-CS,CS571,F,4.0
624,202110,EC-MS-CS,CS580,F,49.0
625,202110,EC-MS-CS,CS583,F,50.0
626,202110,EC-MS-CS,CS584,F,9.0
627,202110,EC-MS-CS,SWE619,F,0.0
628,202110,EC-MS-CS,SWE621,F,0.0
629,202110,EC-MS-CS,SWE642,F,17.0
630,202110,EC-MS-CS,SWE645,F,21.0
631,202110,EC-MS-CS,CS530,T,0.0
632,202110,EC-MS-CS,CS531,T,50.0
633,202110,EC-MS-CS,CS550,T,100.0
634,202110,EC-MS-CS,CS571,T,145.0
635,202110,EC-MS-CS,CS580,T,100.0
636,202110,EC-MS-CS,CS583,T,99.0
637,202110,EC-MS-CS,CS584,T,140.0
638,202110,EC-MS-CS,SWE619,T,149.0
639,202110,EC-MS-CS,SWE621,T,149.0
640,202110,EC-MS-CS,SWE642,T,132.0
641,202110,EC-MS-CS,SWE645,T,128.0
642,202110,EC-MS-DAEN,AIT524,F,6.0
643,202110,EC-MS-DAEN,AIT580,F,62.0
644,202110,EC-MS-DAEN,AIT614,F,6.0
645,202110,EC-MS-DAEN,AIT622,F,5.0
646,202110,EC-MS-DAEN,AIT664,F,5.0
647,202110,EC-MS-DAEN,AIT726,F,2.0
648,202110,EC-MS-DAEN,CS504,F,105.0
649,202110,EC-MS-DAEN,ECE508,F,13.0
650,202110,EC-MS-DAEN,GBUS738,F,4.0
651,202110,EC-MS-DAEN,HAP720,F,15.0
652,202110,EC-MS-DAEN,OR531,F,59.0
653,202110,EC-MS-DAEN,OR541,F,13.0
654,202110,EC-MS-DAEN,OR542,F,0.0
655,202110,EC-MS-DAEN,OR568,F,0.0
656,202110,EC-MS-DAEN,STAT515,F,119.0
657,202110,EC-MS-DAEN,SYST568,F,0.0
658,202110,EC-MS-DAEN,SYST573,F,5.0
659,202110,EC-MS-DAEN,SYST584,F,24.0
660,202110,EC-MS-DAEN,SYST664,F,4.0
661,202110,EC-MS-DAEN,AIT524,T,143.0
662,202110,EC-MS-DAEN,AIT580,T,87.0
663,202110,EC-MS-DAEN,AIT614,T,143.0
664,202110,EC-MS-DAEN,AIT622,T,144.0
665,202110,EC-MS-DAEN,AIT664,T,144.0
666,202110,EC-MS-DAEN,AIT726,T,147.0
667,202110,EC-MS-DAEN,CS504,T,44.0
668,202110,EC-MS-DAEN,ECE508,T,136.0
669,202110,EC-MS-DAEN,GBUS738,T,145.0
670,202110,EC-MS-DAEN,HAP720,T,134.0
671,202110,EC-MS-DAEN,OR531,T,90.0
672,202110,EC-MS-DAEN,OR541,T,136.0
673,202110,EC-MS-DAEN,OR542,T,149.0
674,202110,EC-MS-DAEN,OR568,T,149.0
675,202110,EC-MS-DAEN,STAT515,T,30.0
676,202110,EC-MS-DAEN,SYST568,T,149.0
677,202110,EC-MS-DAEN,SYST573,T,144.0
678,202110,EC-MS-DAEN,SYST584,T,125.0
679,202110,EC-MS-DAEN,SYST664,T,145.0
680,202110,EC-MS-ELEN,ECE580,F,6.0
681,202110,EC-MS-ELEN,ECE590,F,12.0
682,202110,EC-MS-ELEN,ECE630,F,2.0
683,202110,EC-MS-ELEN,ECE635,F,1.0
684,202110,EC-MS-ELEN,ECE660,F,7.0
685,202110,EC-MS-ELEN,ECE698,F,5.0
686,202110,EC-MS-ELEN,ECE699,F,2.0
687,202110,EC-MS-ELEN,ECE580,T,143.0
688,202110,EC-MS-ELEN,ECE590,T,137.0
689,202110,EC-MS-ELEN,ECE630,T,147.0
690,202110,EC-MS-ELEN,ECE635,T,148.0
691,202110,EC-MS-ELEN,ECE660,T,142.0
692,202110,EC-MS-ELEN,ECE698,T,144.0
693,202110,EC-MS-ELEN,ECE699,T,147.0
694,202110,EC-MS-ISYS,CS550,F,49.0
695,202110,EC-MS-ISYS,INFS622,F,80.0
696,202110,EC-MS-ISYS,SWE625,F,15.0
697,202110,EC-MS-ISYS,CS550,T,100.0
698,202110,EC-MS-ISYS,INFS622,T,69.0
699,202110,EC-MS-ISYS,SWE625,T,134.0
700,202110,EC-MS-OPRS,OR541,F,13.0
701,202110,EC-MS-OPRS,OR542,F,2.0
702,202110,EC-MS-OPRS,OR568,F,3.0
703,202110,EC-MS-OPRS,OR541,T,136.0
704,202110,EC-MS-OPRS,OR542,T,147.0
705,202110,EC-MS-OPRS,OR568,T,146.0
706,202110,EC-MS-SWE,CS550,F,49.0
707,202110,EC-MS-SWE,SWE619,F,20.0
708,202110,EC-MS-SWE,SWE621,F,21.0
709,202110,EC-MS-SWE,CS550,T,100.0
710,202110,EC-MS-SWE,SWE619,T,129.0
711,202110,EC-MS-SWE,SWE621,T,128.0
712,202110,EC-MS-SYST,SYST505,F,6.0
713,202110,EC-MS-SYST,SYST510,F,6.0
714,202110,EC-MS-SYST,SYST520,F,6.0
715,202110,EC-MS-SYST,SYST505,T,143.0
716,202110,EC-MS-SYST,SYST510,T,143.0
717,202110,EC-MS-SYST,SYST520,T,143.0
718,202110,EC-MS-TCOM,TCOM514,F,9.0
719,202110,EC-MS-TCOM,TCOM535,F,11.0
720,202110,EC-MS-TCOM,TCOM652,F,1.0
721,202110,EC-MS-TCOM,TCOM661,F,7.0
722,202110,EC-MS-TCOM,TCOM514,T,140.0
723,202110,EC-MS-TCOM,TCOM535,T,138.0
724,202110,EC-MS-TCOM,TCOM652,T,148.0
725,202110,EC-MS-TCOM,TCOM661,T,142.0
726,201970,EC-MS-ELEN,ECE542,F,12.0
727,201970,EC-MS-ELEN,ECE584,F,8.0
728,201970,EC-MS-ELEN,ECE587,F,6.0
729,201970,EC-MS-ELEN,ECE631,F,2.0
730,201970,EC-MS-ELEN,ECE681,F,4.0
731,201970,EC-MS-ELEN,ECE542,T,137.0
732,201970,EC-MS-ELEN,ECE584,T,141.0
733,201970,EC-MS-ELEN,ECE587,T,143.0
734,201970,EC-MS-ELEN,ECE631,T,147.0
735,201970,EC-MS-ELEN,ECE681,T,145.0
736,201970,EC-MS-ISA,ISA562,F,15.0
737,201970,EC-MS-ISA,ISA562,T,134.0
738,202010,EC-MS-AIT,AIT524,F,6.0
739,202010,EC-MS-AIT,AIT542,F,14.0
740,202010,EC-MS-AIT,AIT602,F,2.0
741,202010,EC-MS-AIT,AIT677,F,8.0
742,202010,EC-MS-AIT,AIT716,F,6.0
743,202010,EC-MS-AIT,AIT524,T,143.0
744,202010,EC-MS-AIT,AIT542,T,135.0
745,202010,EC-MS-AIT,AIT602,T,147.0
746,202010,EC-MS-AIT,AIT677,T,141.0
747,202010,EC-MS-AIT,AIT716,T,143.0
748,202010,EC-MS-CEIE,CEIE524,F,10.0
749,202010,EC-MS-CEIE,CEIE575,F,19.0
750,202010,EC-MS-CEIE,CEIE576,F,22.0
751,202010,EC-MS-CEIE,CEIE578,F,4.0
752,202010,EC-MS-CEIE,CEIE605,F,29.0
753,202010,EC-MS-CEIE,CEIE679,F,1.0
754,202010,EC-MS-CEIE,CEIE795,F,22.0
755,202010,EC-MS-CEIE,CEIE524,T,139.0
756,202010,EC-MS-CEIE,CEIE575,T,130.0
757,202010,EC-MS-CEIE,CEIE576,T,127.0
758,202010,EC-MS-CEIE,CEIE578,T,145.0
759,202010,EC-MS-CEIE,CEIE605,T,120.0
760,202010,EC-MS-CEIE,CEIE679,T,148.0
761,202010,EC-MS-CEIE,CEIE795,T,127.0
762,202010,EC-MS-CS,CS530,F,96.0
763,202010,EC-MS-CS,CS531,F,145.0
764,202010,EC-MS-CS,CS550,F,49.0
765,202010,EC-MS-CS,CS583,F,53.0
766,202010,EC-MS-CS,CS584,F,62.0
767,202010,EC-MS-CS,CS675,F,2.0
768,202010,EC-MS-CS,ISA562,F,15.0
769,202010,EC-MS-CS,ISA681,F,1.0
770,202010,EC-MS-CS,SWE619,F,0.0
771,202010,EC-MS-CS,SWE621,F,0.0
772,202010,EC-MS-CS,SWE622,F,0.0
773,202010,EC-MS-CS,SWE632,F,22.0
774,202010,EC-MS-CS,SWE681,F,2.0
775,202010,EC-MS-CS,CS530,T,53.0
776,202010,EC-MS-CS,CS531,T,4.0
777,202010,EC-MS-CS,CS550,T,100.0
778,202010,EC-MS-CS,CS583,T,96.0
779,202010,EC-MS-CS,CS584,T,87.0
780,202010,EC-MS-CS,CS675,T,147.0
781,202010,EC-MS-CS,ISA562,T,134.0
782,202010,EC-MS-CS,ISA681,T,148.0
783,202010,EC-MS-CS,SWE619,T,149.0
784,202010,EC-MS-CS,SWE621,T,149.0
785,202010,EC-MS-CS,SWE622,T,149.0
786,202010,EC-MS-CS,SWE632,T,127.0
787,202010,EC-MS-CS,SWE681,T,147.0
788,202010,EC-MS-DAEN,AIT524,F,6.0
789,202010,EC-MS-DAEN,AIT580,F,62.0
790,202010,EC-MS-DAEN,AIT582,F,6.0
791,202010,EC-MS-DAEN,AIT614,F,6.0
792,202010,EC-MS-DAEN,AIT622,F,5.0
793,202010,EC-MS-DAEN,AIT664,F,5.0
794,202010,EC-MS-DAEN,CS504,F,105.0
795,202010,EC-MS-DAEN,OR531,F,73.0
796,202010,EC-MS-DAEN,OR541,F,13.0
797,202010,EC-MS-DAEN,OR542,F,2.0
798,202010,EC-MS-DAEN,STAT515,F,119.0
799,202010,EC-MS-DAEN,STAT544,F,5.0
800,202010,EC-MS-DAEN,STAT554,F,11.0
801,202010,EC-MS-DAEN,AIT524,T,143.0
802,202010,EC-MS-DAEN,AIT580,T,87.0
803,202010,EC-MS-DAEN,AIT582,T,143.0
804,202010,EC-MS-DAEN,AIT614,T,143.0
805,202010,EC-MS-DAEN,AIT622,T,144.0
806,202010,EC-MS-DAEN,AIT664,T,144.0
807,202010,EC-MS-DAEN,CS504,T,44.0
808,202010,EC-MS-DAEN,OR531,T,76.0
809,202010,EC-MS-DAEN,OR541,T,136.0
810,202010,EC-MS-DAEN,OR542,T,147.0
811,202010,EC-MS-DAEN,STAT515,T,30.0
812,202010,EC-MS-DAEN,STAT544,T,144.0
813,202010,EC-MS-DAEN,STAT554,T,138.0
814,202010,EC-MS-ELEN,ECE542,F,12.0
815,202010,EC-MS-ELEN,ECE584,F,8.0
816,202010,EC-MS-ELEN,ECE586,F,4.0
817,202010,EC-MS-ELEN,ECE590,F,12.0
818,202010,EC-MS-ELEN,ECE542,T,137.0
819,202010,EC-MS-ELEN,ECE584,T,141.0
820,202010,EC-MS-ELEN,ECE586,T,145.0
821,202010,EC-MS-ELEN,ECE590,T,137.0
822,202010,EC-MS-ISYS,CS550,F,49.0
823,202010,EC-MS-ISYS,INFS501,F,33.0
824,202010,EC-MS-ISYS,INFS519,F,23.0
825,202010,EC-MS-ISYS,INFS622,F,80.0
826,202010,EC-MS-ISYS,INFS774,F,2.0
827,202010,EC-MS-ISYS,CS550,T,100.0
828,202010,EC-MS-ISYS,INFS501,T,116.0
829,202010,EC-MS-ISYS,INFS519,T,126.0
830,202010,EC-MS-ISYS,INFS622,T,69.0
831,202010,EC-MS-ISYS,INFS774,T,147.0
832,202010,EC-MS-TCOM,TCOM500,F,9.0
833,202010,EC-MS-TCOM,TCOM535,F,11.0
834,202010,EC-MS-TCOM,TCOM500,T,140.0
835,202010,EC-MS-TCOM,TCOM535,T,138.0
836,202070,EC-MS-AIT,AIT512,F,12.0
837,202070,EC-MS-AIT,AIT524,F,6.0
838,202070,EC-MS-AIT,AIT542,F,14.0
839,202070,EC-MS-AIT,AIT582,F,6.0
840,202070,EC-MS-AIT,AIT614,F,6.0
841,202070,EC-MS-AIT,AIT660,F,11.0
842,202070,EC-MS-AIT,AIT664,F,5.0
843,202070,EC-MS-AIT,AIT672,F,13.0
844,202070,EC-MS-AIT,AIT677,F,8.0
845,202070,EC-MS-AIT,AIT512,T,137.0
846,202070,EC-MS-AIT,AIT524,T,143.0
847,202070,EC-MS-AIT,AIT542,T,135.0
848,202070,EC-MS-AIT,AIT582,T,143.0
849,202070,EC-MS-AIT,AIT614,T,143.0
850,202070,EC-MS-AIT,AIT660,T,138.0
851,202070,EC-MS-AIT,AIT664,T,144.0
852,202070,EC-MS-AIT,AIT672,T,136.0
853,202070,EC-MS-AIT,AIT677,T,141.0
854,202070,EC-MS-CEIE,CEIE601,F,41.0
855,202070,EC-MS-CEIE,CEIE634,F,11.0
856,202070,EC-MS-CEIE,CEIE639,F,3.0
857,202070,EC-MS-CEIE,CEIE601,T,108.0
858,202070,EC-MS-CEIE,CEIE634,T,138.0
859,202070,EC-MS-CEIE,CEIE639,T,146.0
860,202070,EC-MS-CS,CS530,F,149.0
861,202070,EC-MS-CS,CS531,F,145.0
862,202070,EC-MS-CS,CS550,F,49.0
863,202070,EC-MS-CS,CS583,F,53.0
864,202070,EC-MS-CS,ISA673,F,4.0
865,202070,EC-MS-CS,CS530,T,0.0
866,202070,EC-MS-CS,CS531,T,4.0
867,202070,EC-MS-CS,CS550,T,100.0
868,202070,EC-MS-CS,CS583,T,96.0
869,202070,EC-MS-CS,ISA673,T,145.0
870,202070,EC-MS-DAEN,AIT524,F,6.0
871,202070,EC-MS-DAEN,AIT580,F,62.0
872,202070,EC-MS-DAEN,AIT590,F,2.0
873,202070,EC-MS-DAEN,AIT614,F,6.0
874,202070,EC-MS-DAEN,AIT622,F,5.0
875,202070,EC-MS-DAEN,AIT664,F,5.0
876,202070,EC-MS-DAEN,AIT722,F,2.0
877,202070,EC-MS-DAEN,AIT736,F,3.0
878,202070,EC-MS-DAEN,CS504,F,105.0
879,202070,EC-MS-DAEN,CS584,F,22.0
880,202070,EC-MS-DAEN,HAP780,F,1.0
881,202070,EC-MS-DAEN,OR531,F,73.0
882,202070,EC-MS-DAEN,OR568,F,3.0
883,202070,EC-MS-DAEN,STAT515,F,119.0
884,202070,EC-MS-DAEN,STAT544,F,5.0
885,202070,EC-MS-DAEN,STAT554,F,10.0
886,202070,EC-MS-DAEN,STAT663,F,3.0
887,202070,EC-MS-DAEN,SYST568,F,8.0
888,202070,EC-MS-DAEN,SYST573,F,5.0
889,202070,EC-MS-DAEN,SYST688,F,2.0
890,202070,EC-MS-DAEN,AIT524,T,143.0
891,202070,EC-MS-DAEN,AIT580,T,87.0
892,202070,EC-MS-DAEN,AIT590,T,147.0
893,202070,EC-MS-DAEN,AIT614,T,143.0
894,202070,EC-MS-DAEN,AIT622,T,144.0
895,202070,EC-MS-DAEN,AIT664,T,144.0
896,202070,EC-MS-DAEN,AIT722,T,147.0
897,202070,EC-MS-DAEN,AIT736,T,146.0
898,202070,EC-MS-DAEN,CS504,T,44.0
899,202070,EC-MS-DAEN,CS584,T,127.0
900,202070,EC-MS-DAEN,HAP780,T,148.0
901,202070,EC-MS-DAEN,OR531,T,76.0
902,202070,EC-MS-DAEN,OR568,T,146.0
903,202070,EC-MS-DAEN,STAT515,T,30.0
904,202070,EC-MS-DAEN,STAT544,T,144.0
905,202070,EC-MS-DAEN,STAT554,T,139.0
906,202070,EC-MS-DAEN,STAT663,T,146.0
907,202070,EC-MS-DAEN,SYST568,T,141.0
908,202070,EC-MS-DAEN,SYST573,T,144.0
909,202070,EC-MS-DAEN,SYST688,T,147.0
910,202070,EC-MS-ELEN,ECE513,F,4.0
911,202070,EC-MS-ELEN,ECE527,F,15.0
912,202070,EC-MS-ELEN,ECE542,F,12.0
913,202070,EC-MS-ELEN,ECE587,F,6.0
914,202070,EC-MS-ELEN,ECE513,T,145.0
915,202070,EC-MS-ELEN,ECE527,T,134.0
916,202070,EC-MS-ELEN,ECE542,T,137.0
917,202070,EC-MS-ELEN,ECE587,T,143.0
918,202070,EC-MS-ISYS,CS555,F,28.0
919,202070,EC-MS-ISYS,INFS622,F,80.0
920,202070,EC-MS-ISYS,CS555,T,121.0
921,202070,EC-MS-ISYS,INFS622,T,69.0
922,202070,EC-MS-OPRS,OR541,F,13.0
923,202070,EC-MS-OPRS,OR542,F,2.0
924,202070,EC-MS-OPRS,OR568,F,3.0
925,202070,EC-MS-OPRS,OR541,T,136.0
926,202070,EC-MS-OPRS,OR542,T,147.0
927,202070,EC-MS-OPRS,OR568,T,146.0
928,202070,EC-MS-STAT,STAT544,F,5.0
929,202070,EC-MS-STAT,STAT554,F,11.0
930,202070,EC-MS-STAT,STAT663,F,3.0
931,202070,EC-MS-STAT,STAT544,T,144.0
932,202070,EC-MS-STAT,STAT554,T,138.0
933,202070,EC-MS-STAT,STAT663,T,146.0
934,202070,EC-MS-SWE,CS551,F,30.0
935,202070,EC-MS-SWE,CS587,F,17.0
936,202070,EC-MS-SWE,ISA562,F,15.0
937,202070,EC-MS-SWE,SWE637,F,8.0
938,202070,EC-MS-SWE,CS551,T,119.0
939,202070,EC-MS-SWE,CS587,T,132.0
940,202070,EC-MS-SWE,ISA562,T,134.0
941,202070,EC-MS-SWE,SWE637,T,141.0
942,202070,EC-MS-TCOM,ECE542,F,12.0
943,202070,EC-MS-TCOM,TCOM500,F,9.0
944,202070,EC-MS-TCOM,TCOM515,F,10.0
945,202070,EC-MS-TCOM,TCOM610,F,5.0
946,202070,EC-MS-TCOM,TCOM616,F,5.0
947,202070,EC-MS-TCOM,TCOM631,F,1.0
948,202070,EC-MS-TCOM,ECE542,T,137.0
949,202070,EC-MS-TCOM,TCOM500,T,140.0
950,202070,EC-MS-TCOM,TCOM515,T,139.0
951,202070,EC-MS-TCOM,TCOM610,T,144.0
952,202070,EC-MS-TCOM,TCOM616,T,144.0
953,202070,EC-MS-TCOM,TCOM631,T,148.0
954,202110,EC-MS-AIT,AIT512,F,12.0
955,202110,EC-MS-AIT,AIT524,F,6.0
956,202110,EC-MS-AIT,AIT542,F,14.0
957,202110,EC-MS-AIT,AIT580,F,62.0
958,202110,EC-MS-AIT,AIT582,F,6.0
959,202110,EC-MS-AIT,AIT660,F,11.0
960,202110,EC-MS-AIT,AIT664,F,5.0
961,202110,EC-MS-AIT,AIT690,F,13.0
962,202110,EC-MS-AIT,AIT512,T,137.0
963,202110,EC-MS-AIT,AIT524,T,143.0
964,202110,EC-MS-AIT,AIT542,T,135.0
965,202110,EC-MS-AIT,AIT580,T,87.0
966,202110,EC-MS-AIT,AIT582,T,143.0
967,202110,EC-MS-AIT,AIT660,T,138.0
968,202110,EC-MS-AIT,AIT664,T,144.0
969,202110,EC-MS-AIT,AIT690,T,136.0
970,202110,EC-MS-CEIE,CEIE512,F,2.0
971,202110,EC-MS-CEIE,CEIE527,F,6.0
972,202110,EC-MS-CEIE,CEIE575,F,19.0
973,202110,EC-MS-CEIE,CEIE576,F,22.0
974,202110,EC-MS-CEIE,CEIE578,F,4.0
975,202110,EC-MS-CEIE,CEIE605,F,29.0
976,202110,EC-MS-CEIE,CEIE613,F,4.0
977,202110,EC-MS-CEIE,CEIE649,F,2.0
978,202110,EC-MS-CEIE,CEIE795,F,22.0
979,202110,EC-MS-CEIE,CEIE512,T,147.0
980,202110,EC-MS-CEIE,CEIE527,T,143.0
981,202110,EC-MS-CEIE,CEIE575,T,130.0
982,202110,EC-MS-CEIE,CEIE576,T,127.0
983,202110,EC-MS-CEIE,CEIE578,T,145.0
984,202110,EC-MS-CEIE,CEIE605,T,120.0
985,202110,EC-MS-CEIE,CEIE613,T,145.0
986,202110,EC-MS-CEIE,CEIE649,T,147.0
987,202110,EC-MS-CEIE,CEIE795,T,127.0
988,202110,EC-MS-CPE,CS571,F,4.0
989,202110,EC-MS-CPE,ECE508,F,13.0
990,202110,EC-MS-CPE,ECE516,F,9.0
991,202110,EC-MS-CPE,ECE542,F,12.0
992,202110,EC-MS-CPE,CS571,T,145.0
993,202110,EC-MS-CPE,ECE508,T,136.0
994,202110,EC-MS-CPE,ECE516,T,140.0
995,202110,EC-MS-CPE,ECE542,T,137.0
996,202110,EC-MS-CS,CS530,F,149.0
997,202110,EC-MS-CS,CS531,F,99.0
998,202110,EC-MS-CS,CS550,F,49.0
999,202110,EC-MS-CS,CS571,F,4.0
1000,202110,EC-MS-CS,CS580,F,49.0
1001,202110,EC-MS-CS,CS583,F,50.0
1002,202110,EC-MS-CS,CS584,F,9.0
1003,202110,EC-MS-CS,SWE619,F,0.0
1004,202110,EC-MS-CS,SWE621,F,0.0
1005,202110,EC-MS-CS,SWE642,F,17.0
1006,202110,EC-MS-CS,SWE645,F,21.0
1007,202110,EC-MS-CS,CS530,T,0.0
1008,202110,EC-MS-CS,CS531,T,50.0
1009,202110,EC-MS-CS,CS550,T,100.0
1010,202110,EC-MS-CS,CS571,T,145.0
1011,202110,EC-MS-CS,CS580,T,100.0
1012,202110,EC-MS-CS,CS583,T,99.0
1013,202110,EC-MS-CS,CS584,T,140.0
1014,202110,EC-MS-CS,SWE619,T,149.0
1015,202110,EC-MS-CS,SWE621,T,149.0
1016,202110,EC-MS-CS,SWE642,T,132.0
1017,202110,EC-MS-CS,SWE645,T,128.0
1018,202110,EC-MS-DAEN,AIT524,F,6.0
1019,202110,EC-MS-DAEN,AIT580,F,62.0
1020,202110,EC-MS-DAEN,AIT614,F,6.0
1021,202110,EC-MS-DAEN,AIT622,F,5.0
1022,202110,EC-MS-DAEN,AIT664,F,5.0
1023,202110,EC-MS-DAEN,AIT726,F,2.0
1024,202110,EC-MS-DAEN,CS504,F,105.0
1025,202110,EC-MS-DAEN,ECE508,F,13.0
1026,202110,EC-MS-DAEN,GBUS738,F,4.0
1027,202110,EC-MS-DAEN,HAP720,F,15.0
1028,202110,EC-MS-DAEN,OR531,F,59.0
1029,202110,EC-MS-DAEN,OR541,F,13.0
1030,202110,EC-MS-DAEN,OR542,F,0.0
1031,202110,EC-MS-DAEN,OR568,F,0.0
1032,202110,EC-MS-DAEN,STAT515,F,119.0
1033,202110,EC-MS-DAEN,SYST568,F,0.0
1034,202110,EC-MS-DAEN,SYST573,F,5.0
1035,202110,EC-MS-DAEN,SYST584,F,24.0
1036,202110,EC-MS-DAEN,SYST664,F,4.0
1037,202110,EC-MS-DAEN,AIT524,T,143.0
1038,202110,EC-MS-DAEN,AIT580,T,87.0
1039,202110,EC-MS-DAEN,AIT614,T,143.0
1040,202110,EC-MS-DAEN,AIT622,T,144.0
1041,202110,EC-MS-DAEN,AIT664,T,144.0
1042,202110,EC-MS-DAEN,AIT726,T,147.0
1043,202110,EC-MS-DAEN,CS504,T,44.0
1044,202110,EC-MS-DAEN,ECE508,T,136.0
1045,202110,EC-MS-DAEN,GBUS738,T,145.0
1046,202110,EC-MS-DAEN,HAP720,T,134.0
1047,202110,EC-MS-DAEN,OR531,T,90.0
1048,202110,EC-MS-DAEN,OR541,T,136.0
1049,202110,EC-MS-DAEN,OR542,T,149.0
1050,202110,EC-MS-DAEN,OR568,T,149.0
1051,202110,EC-MS-DAEN,STAT515,T,30.0
1052,202110,EC-MS-DAEN,SYST568,T,149.0
1053,202110,EC-MS-DAEN,SYST573,T,144.0
