,Stu Term,Unnamed: 1,Stu Admit Term,Unnamed: 3,Record ID,Stu Visa Type,Stu Attribute BAM,Stu Admit Type,Stu Primary Degree Level,Stu Primary Major 1 College,Stu Primary Program,Stu Primary Program Code,Stu Primary Department,Unnamed: 14,Stu New/Returning Ind,Stu Residency Group,Course Sect College,Stu Registered Ind,Registration Status,Registration Status Date,Course Desc,Course Section,Course Sect Schedule Type,Course Sect Instruction Delivery Method Group,Course Sect Wiley Courses Ind,Course Sect Credits,Stu Course Registered Hours
0,202010,Spring 2020 - COVID-19,201470,Fall 2014,CEC5600,NA,'--,GR,Master,VSE,MS Information Systems,VS-MS-ISYS,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,11/5/2019,ISA 652,ISA 652 001,Lecture,F2F,N,3,3
1,202010,Spring 2020 - COVID-19,201470,Fall 2014,CEC5600,NA,'--,GR,Master,VSE,MS Information Systems,VS-MS-ISYS,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,11/5/2019,SWE 625,SWE 625 001,Lecture,F2F,N,3,3
2,202010,Spring 2020 - COVID-19,201470,Fall 2014,CEC5946,NA,'--,GR,Master,VSE,MS Data Analytics Engineering,VS-MS-DAEN,VS,Volgenau School of Engineering,R,VA,VSE,Y,**Web Registered**,11/5/2019,AIT 614,AIT 614 DL1,Lecture,Online,N,3,3
3,202010,Spring 2020 - COVID-19,201470,Fall 2014,CEC5946,NA,'--,GR,Master,VSE,MS Data Analytics Engineering,VS-MS-DAEN,VS,Volgenau School of Engineering,R,VA,VSE,Y,**Web Registered**,11/5/2019,OR 531,OR 531 001,Lecture,F2F,N,3,3
4,202010,Spring 2020 - COVID-19,201510,Spring 2015,CEC4780,NA,'--,GR,Master,VSE,MS Computer Science,VS-MS-CS,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,11/5/2019,CS 682,CS 682 001,Lecture,F2F,N,3,3
5,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC539,NA,'--,GR,Master,VSE,MS Data Analytics Engineering,VS-MS-DAEN,VS,Volgenau School of Engineering,R,VA,VSE,Y,**Web Registered**,11/5/2019,OR 681,OR 681 DL3,Lecture,Online,N,3,3
6,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC902,NA,'--,GR,Master,VSE,MS Operations Research,VS-MS-OPRS,SYST,Systems Engr & Operations Rsch,R,VA,VSE,Y,**Web Registered**,11/5/2019,OR 699,OR 699 001,Lecture,F2F,N,3,3
7,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC902,NA,'--,GR,Master,VSE,MS Operations Research,VS-MS-OPRS,SYST,Systems Engr & Operations Rsch,R,VA,VSE,Y,**Web Registered**,11/5/2019,STAT 634,STAT 634 002,Lecture,F2F,N,3,3
8,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC1182,NA,'--,GR,Master,VSE,MS Software Engineering,VS-MS-SWE,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,11/5/2019,SWE 699,SWE 699 001,Lec/Sem #1,F2F,N,3,3
9,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC1368,NA,'--,GR,Master,VSE,MS Data Analytics Engineering,VS-MS-DAEN,VS,Volgenau School of Engineering,R,VA,VSE,Y,**Web Registered**,11/5/2019,DAEN 690,DAEN 690 004,Seminar,F2F,N,3,3
10,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC4438,NA,'--,GR,Master,VSE,MS Computer Science,VS-MS-CS,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,11/5/2019,CS 550,CS 550 001,Lecture,F2F,N,3,3
11,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC4661,NA,'--,GR,Master,VSE,MS Data Analytics Engineering,VS-MS-DAEN,VS,Volgenau School of Engineering,R,VA,VSE,Y,**Web Registered**,11/5/2019,SYST 664,SYST 664 001,Lecture,F2F,N,3,3
12,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC5585,NA,'--,GR,Master,VSE,MS Operations Research,VS-MS-OPRS,SYST,Systems Engr & Operations Rsch,R,OOS,VSE,Y,**Web Registered**,11/5/2019,OR 699,OR 699 001,Lecture,F2F,N,3,3
13,202010,Spring 2020 - COVID-19,201570,Fall 2015,CEC7781,NA,'--,GR,Master,VSE,MS Statistical Science,VS-MS-STAT,STAT,Statistics,R,VA,VSE,Y,**Web Registered**,11/5/2019,STAT 654,STAT 654 001,Lecture,F2F,N,3,3
14,202010,Spring 2020 - COVID-19,201610,Spring 2016,CEC1905,NA,'--,GR,Master,VSE,MS Software Engineering,VS-MS-SWE,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,11/5/2019,SWE 637,SWE 637 001,Lecture,F2F,N,3,3
15,202010,Spring 2020 - COVID-19,201610,Spring 2016,CEC1905,NA,'--,GR,Master,VSE,MS Software Engineering,VS-MS-SWE,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,11/5/2019,SWE 699,SWE 699 001,Lec/Sem #1,F2F,N,3,3
16,202010,Spring 2020 - COVID-19,201610,Spring 2016,CEC1980,NA,'--,GR,Master,VSE,MS Civil & Infrastructure Engr,VS-MS-CEIE,CEIE,"Civil, Environ & Infrastr Engr",R,VA,VSE,Y,**Web Registered**,11/5/2019,CEIE 524,CEIE 524 001,Lecture,F2F,N,3,3
