,Stu Term,Unnamed: 1,Stu Admit Term,Unnamed: 3,Record ID,Stu Visa Type,Stu Attribute BAM,Stu Admit Type,Stu Primary Degree Level,Stu Primary Major 1 College,Stu Primary Program,Stu Primary Program Code,Stu Primary Department,Unnamed: 14,Stu New/Returning Ind,Stu Residency Group,Course Sect College,Stu Registered Ind,Registration Status,Registration Status Date,Course Desc,Course Section,Course Sect Schedule Type,Course Sect Instruction Delivery Method Group,Course Sect Wiley Courses Ind,Course Sect Credits,Stu Course Registered Hours
0,201870,Fall 2018,201270,Fall 2012,CEC10,NA,'--,GR,Master,VSE,MS Electrical Engineering,VS-MS-ELEN,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,6/2/2018,ECE 681,ECE 681 001,Lecture,F2F,N,3,3
1,201870,Fall 2018,201270,Fall 2012,CEC10,NA,'--,GR,Master,VSE,MS Electrical Engineering,VS-MS-ELEN,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,8/24/2018,ECE 797,ECE 797 001,Research,F2F,N,0,0
2,201870,Fall 2018,201270,Fall 2012,CEC10,NA,'--,GR,Master,VSE,MS Electrical Engineering,VS-MS-ELEN,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,8/28/2018,ECE 699,ECE 699 001,Lec/Sem #1,F2F,N,3,3
3,201870,Fall 2018,201270,Fall 2012,CEC1361,NA,'--,GR,Master,VSE,MS Computer Engineering,VS-MS-CPE,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Registered**,8/28/2018,ECE 798,ECE 798 003,Thesis,F2F,N,3,3
4,201870,Fall 2018,201270,Fall 2012,CEC1361,NA,'--,GR,Master,VSE,MS Computer Engineering,VS-MS-CPE,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,8/20/2018,ECE 633,ECE 633 001,Lecture,F2F,N,3,3
5,201870,Fall 2018,201270,Fall 2012,CEC1361,NA,'--,GR,Master,VSE,MS Computer Engineering,VS-MS-CPE,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,8/23/2018,ECE 797,ECE 797 001,Research,F2F,N,0,0
6,201870,Fall 2018,201310,Spring 2013,CEC2535,NA,'--,GR,Master,VSE,MS Telecommunications,VS-MS-TCOM,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,8/23/2018,TCOM 663,TCOM 663 001,Lecture,F2F,N,3,3
7,201870,Fall 2018,201310,Spring 2013,CEC3246,NA,'--,GR,Master,VSE,MS Electrical Engineering,VS-MS-ELEN,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,8/22/2018,ECE 795,ECE 795 001,Seminar,F2F,N,0,0
8,201870,Fall 2018,201310,Spring 2013,CEC3481,NA,'--,GR,Master,VSE,MS Computer Forensics,VS-MS-CFRS,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,7/2/2018,CFRS 660,CFRS 660 002,Lecture,F2F,N,3,3
9,201870,Fall 2018,201310,Spring 2013,CEC3580,NA,'--,GR,Master,VSE,MS Applied Info Technology,VS-MS-AIT,IST,Info Sciences & Technology,R,VA,VSE,Y,**Web Registered**,4/29/2018,AIT 682,AIT 682 002,Lecture,F2F,N,3,3
10,201870,Fall 2018,201310,Spring 2013,CEC3580,NA,'--,GR,Master,VSE,MS Applied Info Technology,VS-MS-AIT,IST,Info Sciences & Technology,R,VA,VSE,Y,**Web Registered**,5/1/2018,AIT 685,AIT 685 001,Seminar,F2F,N,3,3
11,201870,Fall 2018,201310,Spring 2013,CEC3580,NA,'--,GR,Master,VSE,MS Applied Info Technology,VS-MS-AIT,IST,Info Sciences & Technology,R,VA,VSE,Y,**Web Registered**,8/30/2018,AIT 664,AIT 664 002,Lecture,F2F,N,3,3
12,201870,Fall 2018,201310,Spring 2013,CEC3705,NA,'--,GR,Master,VSE,MS Software Engineering,VS-MS-SWE,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,4/6/2018,SWE 637,SWE 637 001,Lecture,F2F,N,3,3
13,201870,Fall 2018,201370,Fall 2013,CEC314,NA,'--,GR,Master,VSE,MS Software Engineering,VS-MS-SWE,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,4/5/2018,SWE 621,SWE 621 002,Lecture,F2F,N,3,3
14,201870,Fall 2018,201370,Fall 2013,CEC845,NA,'--,GR,Master,VSE,MENG GeoConStruct Engineering,VS-MENG-GCS,CEIE,"Civil, Environ & Infrastr Engr",R,VA,VSE,Y,**Web Registered**,4/6/2018,CEIE 639,CEIE 639 001,Lecture,F2F,N,3,3
15,201870,Fall 2018,201370,Fall 2013,CEC845,NA,'--,GR,Master,VSE,MENG GeoConStruct Engineering,VS-MENG-GCS,CEIE,"Civil, Environ & Infrastr Engr",R,VA,VSE,Y,**Web Registered**,5/28/2018,CEIE 795,CEIE 795 003,Seminar,F2F,N,0,0
