,Stu Term,Unnamed: 1,Stu Admit Term,Unnamed: 3,Record ID,Stu Visa Type,Stu Attribute BAM,Stu Admit Type,Stu Primary Degree Level,Stu Primary Major 1 College,Stu Primary Program,Stu Primary Program Code,Stu Primary Department,Unnamed: 14,Stu New/Returning Ind,Stu Residency Group,Course Sect College,Stu Registered Ind,Registration Status,Registration Status Date,Course Desc,Course Section,Course Sect Schedule Type,Course Sect Instruction Delivery Method Group,Course Sect Wiley Courses Ind,Course Sect Credits,Stu Course Registered Hours
0,202170,Fall 2021,201610,Spring 2016,CEC7,NA,'--,GR,Master,VSE,MS Information Systems,VS-MS-ISYS,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,4/29/2021,ECE 511,ECE 511 001,Lecture,F2F,N,3,3
1,202170,Fall 2021,201610,Spring 2016,CEC7,NA,'--,GR,Master,VSE,MS Information Systems,VS-MS-ISYS,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,4/29/2021,ISA 652,ISA 652 DL1,Lecture,Online,N,3,3
2,202170,Fall 2021,201670,Fall 2016,CEC2635,NA,'--,GR,Master,VSE,MS Data Analytics Engineering,VS-MS-DAEN,VS,Volgenau School of Engineering,R,VA,VSE,Y,**Web Registered**,4/21/2021,AIT 664,AIT 664 005,Lecture,F2F,N,3,3
3,202170,Fall 2021,201670,Fall 2016,CEC8206,NA,'--,GR,Master,VSE,MS Infrmatn Security & Assrnce,VS-MS-ISA,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,4/21/2021,CS 555,CS 555 001,Lecture,F2F,N,3,3
4,202170,Fall 2021,201670,Fall 2016,CEC8391,NA,'--,GR,Master,VSE,MS Operations Research,VS-MS-OPRS,SYST,Systems Engr & Operations Rsch,R,VA,VSE,Y,**Web Registered**,4/20/2021,OR 699,OR 699 DL3,Lecture,Online,N,3,3
5,202170,Fall 2021,201670,Fall 2016,CEC9686,NA,'--,GR,Master,VSE,MS Electrical Engineering,VS-MS-ELEN,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,4/21/2021,ECE 527,ECE 527 001,Lecture,F2F,N,3,3
6,202170,Fall 2021,201670,Fall 2016,CEC9686,NA,'--,GR,Master,VSE,MS Electrical Engineering,VS-MS-ELEN,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,4/21/2021,ECE 795,ECE 795 001,Seminar,F2F,N,0,0
7,202170,Fall 2021,201670,Fall 2016,CEC10691,NA,'--,GR,Master,VSE,MS Computer Forensics,VS-MS-CFRS,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,4/20/2021,DFOR 767,DFOR 767 001,Lecture,F2F,N,3,3
8,202170,Fall 2021,201670,Fall 2016,CEC10691,NA,'--,GR,Master,VSE,MS Computer Forensics,VS-MS-CFRS,ECE,Electrical & Comp. Engineering,R,VA,VSE,Y,**Web Registered**,4/20/2021,DFOR 790,DFOR 790 001,Lecture,F2F,N,3,3
9,202170,Fall 2021,201670,Fall 2016,CEC10884,NA,'--,GR,Master,VSE,MS Computer Science,VS-MS-CS,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,4/20/2021,CS 795,CS 795 001,Lecture,F2F,N,3,3
10,202170,Fall 2021,201670,Fall 2016,CEC10884,NA,'--,GR,Master,VSE,MS Computer Science,VS-MS-CS,CS,Computer Science,R,VA,VSE,Y,**Web Registered**,4/20/2021,SWE 625,SWE 625 001,Lecture,F2F,N,3,3
