,rec_id,semester,program,min_waitlisted_students
373,374,201970,EC-MS-TCOM,0
374,375,202010,EC-MS-AIT,0
375,376,202010,EC-MS-BIOE,0
376,377,202010,EC-MS-BSTA,0
377,378,202010,EC-MS-CEIE,0
378,379,202010,EC-MS-CPE,0
379,380,202010,EC-MS-CS,0
380,381,202010,EC-MS-DAEN,0
381,382,202010,EC-MS-ELEN,0
382,383,202010,EC-MS-ISA,0
383,384,202010,EC-MS-ISYS,0
384,385,202010,EC-MS-OPRS,0
385,386,202010,EC-MS-SWE,0
386,387,202010,EC-MS-SYST,0
387,388,202010,EC-MS-TCOM,0
388,389,202070,EC-MS-AIT,0
389,390,202070,EC-MS-BIOE,0
390,391,202070,EC-MS-BSTA,0
391,392,202070,EC-MS-CEIE,0
392,393,202070,EC-MS-CPE,0
393,394,202070,EC-MS-CS,0
394,395,202070,EC-MS-DAEN,0
395,396,202070,EC-MS-ELEN,0
396,397,202070,EC-MS-ISA,0
397,398,202070,EC-MS-ISYS,0
398,399,202070,EC-MS-OPRS,0
399,400,202070,EC-MS-STAT,0
400,401,202070,EC-MS-SWE,0
401,402,202070,EC-MS-SYST,0
402,403,202070,EC-MS-TCOM,0
403,404,202110,EC-MS-AIT,0
404,405,202110,EC-MS-BIOE,0
405,406,202110,EC-MS-BSTA,0
406,407,202110,EC-MS-CEIE,0
407,408,202110,EC-MS-CPE,0
408,409,202110,EC-MS-CS,0
409,410,202110,EC-MS-CYSE,0
410,411,202110,EC-MS-DAEN,0
411,412,202110,EC-MS-ELEN,0
412,413,202110,EC-MS-ISA,0
413,414,202110,EC-MS-ISYS,0
414,415,202110,EC-MS-OPRS,0
415,416,202110,EC-MS-STAT,0
416,417,202110,EC-MS-SWE,0
417,418,202110,EC-MS-SYST,0
418,419,202110,EC-MS-TCOM,0
419,420,202170,EC-MS-AIT,0
420,421,202170,EC-MS-BIOE,0
421,422,202170,EC-MS-BSTA,0
422,423,202170,EC-MS-CEIE,0
423,424,202170,EC-MS-CPE,0
424,425,202170,EC-MS-CS,0
425,426,202170,EC-MS-CYSE,0
426,427,202170,EC-MS-DAEN,0
427,428,202170,EC-MS-DFOR,0
428,429,202170,EC-MS-ELEN,0
429,430,202170,EC-MS-ISA,0
430,431,202170,EC-MS-ISYS,0
431,432,202170,EC-MS-OPRS,0
432,433,202170,EC-MS-STAT,0
433,434,202170,EC-MS-SWE,0
434,435,202170,EC-MS-SYST,0
435,436,202170,EC-MS-TCOM,0
436,437,201770,EC-MS-CEIE,34
437,438,201770,EC-MS-CPE,0
438,439,201770,EC-MS-CS,230
439,440,201770,EC-MS-DAEN,237
440,441,201770,EC-MS-ELEN,32
441,442,201770,EC-MS-SWE,0
442,443,201770,EC-MS-SYST,48
443,444,201810,EC-MS-AIT,636
444,445,201810,EC-MS-CPE,22
445,446,201810,EC-MS-CS,230
446,447,201810,EC-MS-DAEN,242
447,448,201810,EC-MS-OPRS,57
448,449,201870,EC-MS-AIT,0
449,450,201870,EC-MS-BSTA,0
450,451,201870,EC-MS-CEIE,0
451,452,201870,EC-MS-CS,0
452,453,201870,EC-MS-DAEN,0
453,454,201870,EC-MS-ELEN,0
454,455,201870,EC-MS-ISA,0
455,456,201870,EC-MS-STAT,0
456,457,201870,EC-MS-TCOM,23
457,458,201910,EC-MS-AIT,10
458,459,201910,EC-MS-CEIE,0
459,460,201910,EC-MS-CPE,0
460,461,201910,EC-MS-CS,0
461,462,201910,EC-MS-DAEN,191
462,463,201910,EC-MS-ELEN,0
463,464,201910,EC-MS-ISA,0
464,465,201910,EC-MS-OPRS,0
465,466,201910,EC-MS-STAT,0
466,467,201910,EC-MS-SWE,0
467,468,201970,EC-MS-AIT,0
468,469,201970,EC-MS-CEIE,0
469,470,201970,EC-MS-CPE,0
470,471,201970,EC-MS-CS,0
471,472,201970,EC-MS-DAEN,0
472,473,201970,EC-MS-ELEN,0
473,474,201970,EC-MS-ISA,0
474,475,201970,EC-MS-OPRS,0
475,476,201970,EC-MS-STAT,0
476,477,201970,EC-MS-SWE,0
477,478,201970,EC-MS-SYST,0
478,479,201970,EC-MS-TCOM,0
479,480,202010,EC-MS-AIT,0
480,481,202010,EC-MS-BIOE,0
481,482,202010,EC-MS-BSTA,0
482,483,202010,EC-MS-CEIE,0
483,484,202010,EC-MS-CPE,0
484,485,202010,EC-MS-CS,0
485,486,202010,EC-MS-DAEN,0
486,487,202010,EC-MS-ELEN,0
487,488,202010,EC-MS-ISA,0
488,489,202010,EC-MS-ISYS,0
489,490,202010,EC-MS-OPRS,0
490,491,202010,EC-MS-SWE,0
491,492,202010,EC-MS-SYST,0
492,493,202010,EC-MS-TCOM,0
493,494,202070,EC-MS-AIT,0
494,495,202070,EC-MS-BIOE,0
495,496,202070,EC-MS-BSTA,0
496,497,202070,EC-MS-CEIE,0
497,498,202070,EC-MS-CPE,0
498,499,202070,EC-MS-CS,0
499,500,202070,EC-MS-DAEN,0
500,501,202070,EC-MS-ELEN,0
501,502,202070,EC-MS-ISA,0
502,503,202070,EC-MS-ISYS,0
503,504,202070,EC-MS-OPRS,0
504,505,202070,EC-MS-STAT,0
505,506,202070,EC-MS-SWE,0
506,507,202070,EC-MS-SYST,0
507,508,202070,EC-MS-TCOM,0
508,509,202110,EC-MS-AIT,0
509,510,202110,EC-MS-BIOE,0
510,511,202110,EC-MS-BSTA,0
511,512,202110,EC-MS-CEIE,0
512,513,202110,EC-MS-CPE,0
513,514,202110,EC-MS-CS,0
514,515,202110,EC-MS-CYSE,0
515,516,202110,EC-MS-DAEN,0
516,517,202110,EC-MS-ELEN,0
517,518,202110,EC-MS-ISA,0
518,519,202110,EC-MS-ISYS,0
519,520,202110,EC-MS-OPRS,0
520,521,202110,EC-MS-STAT,0
521,522,202110,EC-MS-SWE,0
522,523,202110,EC-MS-SYST,0
