,semester,program,course_code,sect_id,waitlisted,number_of_students,percentage_visa_students
1295,201970,EC-MS-CS,CS530,003,F,9.0,0.0
1296,201970,EC-MS-CS,CS530,002,F,8.0,0.0
1297,201970,EC-MS-CS,CS530,DL2,F,11.0,0.0
1298,201970,EC-MS-CS,CS530,DL1,F,8.0,0.0
1299,201970,EC-MS-CS,CS531,001,F,6.0,0.0
1300,201970,EC-MS-CS,CS531,003,F,8.0,0.0
1301,201970,EC-MS-CS,CS531,002,F,8.0,0.0
1302,201970,EC-MS-CS,CS531,DL2,F,4.0,0.0
1303,201970,EC-MS-CS,CS531,DL1,F,8.0,0.0
1304,201970,EC-MS-CS,CS550,001,F,5.0,0.0
1305,201970,EC-MS-CS,CS550,003,F,7.0,0.0
1306,201970,EC-MS-CS,CS550,002,F,4.0,0.0
1307,201970,EC-MS-CS,CS550,DL2,F,3.0,0.0
1308,201970,EC-MS-CS,CS550,DL1,F,4.0,0.0
